asho,Site,URL,Full Street Address,Street address,Suite,City,State,Zip,Group,Brand Facebook URL,Brand Twitter handle,Brand Twitter URL,Newseum front page link KILL/WILL NOT WORK,Daily/Wkly,Frequency,MNG/JRC,"City, State",Marker,lat,lon
15,The Burlington Record,http://www.burlington-record.com/,"302 South 14th St., Burlington, CO 80807",302 South 14th St.,,Burlington,CO,80807,COLORADO,http://www.facebook.com/BurlingtonRecord?ref=ts&fref=ts,@BrlingtonRecord,https://twitter.com/BrlingtonRecord,,W,W,MNG,"Burlington, CO",small_red,39.3061082,-102.2693563
81,The Deming Headlight,http://www.demingheadlight.com,"219 E. Maple, Deming, NM 88031",219 E. Maple,,Deming,NM,88031,NEW MEXICO,http://www.facebook.com/demingheadlight,@demingheadlight,https://twitter.com/demingheadlight,,W,W,MNG,"Deming, NM",small_red,32.2658104,-107.756644
37,The Foothills Trader,http://foothillstrader.com,"59 Field St., Torrington, CT 06790",59 Field St.,,Torrington,CT,6790,CONNECTICUT,https://www.facebook.com/#!/FoothillsTrader?fref=ts,@shopfoothills,https://twitter.com/shopfoothills,,W,W,JRC,"Torrington, CT",,41.807289,-73.126064
69,The Leader and The Kalkaskian,http://morningstarpublishing.com/leader_and_kalkaskian/,"318 North Cedar Street, Kalkaska, MI 49646",318 North Cedar Street,,Kalkaska,MI,49646,MICHIGAN,http://bit.ly/L-KbrandFB,,,,W,W,JRC,"Kalkaska, MI",,44.7377205,-85.1744802
138,The Manchester Journal,http://www.manchesterjournal.com/,"51 Memorial Ave., Manchester Center, VT 05255",51 Memorial Ave.,,Manchester Center,VT,5255,VERMONT,http://www.facebook.com/manchesterjournal,@ManJourn,https://twitter.com/ManJourn,,W,W,MNG,"Manchester, VT",small_red,43.178272,-73.054314
135,The Park Record,http://www.parkrecord.com/,"1670 Bonanza Drive, Suite 202, Park City, UT 84060",1670 Bonanza Drive, Suite 202,Park City,UT,84060,UTAH,,@Parkrecord,https://twitter.com/Parkrecord,,W,W,MNG,"Park City, UT",small_red,40.6614501,-111.5009699
115,The Phoenix,http://Phoenixvillenews.com,"24 N. Hanover Street, Pottstown, PA 19464",24 N. Hanover Street,,Pottstown,PA,19464,PENNSYLVANIA,https://www.facebook.com/phoenix.newspaper1,@PhxvilleNews,https://twitter.com/PhxvilleNews,,W,W,JRC,"Pottstown, PA",small_red,40.2466464,-75.6500179
127,The Star Group,http://bit.ly/Ts2l0J,"319 Burleson Blvd., Burleson, TX 76028-0909",319 Burleson Blvd.,,Burleson,TX, 76028-0909,TEXAS,,,,,W,W,MNG,,,32.548217,-97.317896
66,The Voice Newspapers,http://Voicenews.com,"51180 Bedford St., New Baltimore, MI 48047",51180 Bedford St.,,New Baltimore,MI,48047,MICHIGAN,http://bit.ly/VNbrandFB,@VoicenewsNB,https://twitter.com/VoicenewsNB,,W,W,JRC,"New Baltimore, MI",small_red,42.681832,-82.735169
23,Viva Colorado,http://www.vivacolorado.com/,"101 West Colfax Ave., 6th Floor, Denver, CO 80202",101 West Colfax Ave., 6th Floor,Denver,CO,80202,COLORADO,www.Facebook.com/TuVivaColorado,@vivacolorado,https://twitter.com/vivacolorado,,W,W,MNG,,small_red,39.740854,-104.988134
28,West Hartford News,http://westhartfordnews.com,"386 Main St., 4th Floor, Middletown, CT 06457",386 Main St., 4th Floor,Middletown,CT,6457,CONNECTICUT,https://www.facebook.com/#!/WHartfordNews?fref=ts,@WHartfordNews,https://twitter.com/WHartfordNews,,W,W,JRC,"Middletown, Ct",small_red,41.5615288,-72.6499552
126,Breckenridge American,http://www.breckenridgeamerican.com,"114 East Elm Street, Breckenridge, TX 76424",114 East Elm Street,,Breckenridge,TX,76424,TEXAS,http://www.facebook.com/pages/The-Breckenridge-American/84370698416?fref=ts,,,,,W,MNG,,small_red,32.7562799,-98.90239
51,Downtown Gazette,http://www.gazettes.com/,"5225 East Second St., Long Beach, CA 90803",5225 East Second St.,,Long Beach,CA,90803,LANG - Los Angeles News Group,,@LBGazetteNews,https://twitter.com/LBGazetteNews,,,W,MNG,,,33.7601744,-118.1343285
128,El Paso Times,http://www.elpasotimes.com/,"300 N. Campbell St., El Paso, TX 79901",300 N. Campbell St.,,El Paso,TX,79901,TEXAS,http://www.facebook.com/eptimes,@elpasotimes,https://twitter.com/elpasotimes,http://webmedia.newseum.org/newseum-multimedia/dfp/jpg15/lg/TX_EPT.jpg,,D,MNG,,,31.761498,-106.4850962
132,Jacksboro Gazette-News,http://www.jacksboronewspapers.com/,"212 N. Church, Jacksboro, TX 76458",212 N. Church,,Jacksboro,TX,76458,TEXAS,,,,,,W,MNG,,small_red,33.2203438,-98.1574794
130,Lake Country Sun,http://www.lakecountrysun.com,"617 N. FM 2353, Ste. 3, Graford, TX 76449",617 N. FM 2353, Ste. 3,Graford,TX,76449,TEXAS,http://www.facebook.com/pages/Lake-Country-Sun/345382108938?ref=ts&fref=ts,@lakecountrysun,https://twitter.com/lakecountrysun,,,W,MNG,,small_red,32.9273842,-98.4265164
52,Palos Verdes Peninsula News,http://www.pvnews.com/,"609 Deep Valley Drive, Suite 229, Rolling Hills Estates, CA 90274",609 Deep Valley Drive, Suite 229,Rolling Hills Estates,CA,90274,LANG - Los Angeles News Group,,@PVNewsEditor,https://twitter.com/PVNewsEditor,,,W,MNG,,,33.7710126,-118.3723161
129,Somos Frontera,http://www.somosfrontera.com/,"300 N. Campbell St., El Paso, TX 79901",300 N. Campbell St.,,El Paso,TX,79901,TEXAS,http://www.facebook.com/somosfrontera,@somos_frontera,https://twitter.com/somos_frontera,,,W,MNG,,small_red,31.761498,-106.4850962
131,The Graham Leader,http://www.grahamleader.com/,"620 Oak Street, Graham, TX 76450",620 Oak Street,,Graham,TX,76450,TEXAS,,@grahamleader,https://twitter.com/grahamleader,,,W,MNG,,small_red,33.105585,-98.591389
133,The Olney Enterprise,http://www.olneyenterprise.com/,"213 E. Main St., Olney, TX 76374",213 E. Main St.,,Olney,TX,76374,TEXAS,http://www.facebook.com/pages/The-Olney-Enterprise/264762117786?fref=ts,,,,,W,MNG,,small_red,33.3706175,-98.7525072
104,Willits News,http://www.willitsnews.com/,"77 West Commercial St., Willits, CA 95490",77 West Commercial St.,,Willits,CA,95490,NORCAL - Northern California,http://www.facebook.com/WillitsNews,@TheWillitsNews,https://twitter.com/TheWillitsNews,,,W,MNG,"Willits, CA",small_red,39.412124,-123.355584
1001,Salt Lake Tribune,http://www.sltrib.com/,"90 S. 400 West, Suite 700, Salt Lake City, UT 84101",90 S. 400 West,Suite 700,Salt Lake City,UT,84101,UTAH,,@sltrib,https://twitter.com/sltrib,,,D,MNG,"Salt Lake City, UT",small_blue,40.770158,-111.904553
